@RELATION svm1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {laugh,no-laugh}

@DATA
0.063799,0.006691,3.012658,0.149544,0.181551,0.602913,0.013882,0.100169,-30.825876,1.353789,-0.332352,-0.116295,-0.314044,0.085300,-0.163446,-0.179110,-0.126977,-0.118486,-0.039997,0.058453,-0.012681,0.008319,0.005581,0.035316,0.011332,0.017498,0.016469,0.052645,0.004956,0.010339,0.012658,0.021738,0.006341,0.027222,0.028975,0.011530,0.339533,0.036973,0.033053,0.360240,0.009371,0.060411,2.875356,0.788339,0.659431,0.607441,0.392511,0.434241,0.360604,0.320932,0.360425,0.326474,0.373046,0.324296,0.340498,0.009414,0.008555,0.033597,0.018139,0.023054,0.021234,0.043003,0.009148,0.014972,0.018153,0.024270,0.007720,0.014066,laugh
0.094565,0.010761,2.999129,0.178631,0.194146,0.764754,0.012812,0.155319,-27.659852,1.848737,-0.306046,-0.148947,-0.414335,0.254739,-0.092427,-0.115407,-0.091281,-0.129863,-0.133046,-0.052042,-0.101042,0.018931,0.008061,0.022587,0.016756,0.018465,0.017820,0.018569,0.004021,0.008423,0.015207,0.017206,0.006539,0.021208,0.085389,0.012485,0.370895,0.086360,0.031913,0.703177,0.008713,0.158798,2.622741,1.031265,0.818764,0.441334,0.493493,0.407474,0.369373,0.304788,0.273618,0.290878,0.298080,0.275572,0.296527,0.026892,0.013340,0.029403,0.025371,0.023404,0.027517,0.022261,0.005590,0.012515,0.020278,0.023710,0.011278,0.013324,laugh
0.066545,0.016776,2.917623,0.139339,0.169842,0.493776,0.017056,0.091644,-28.348559,2.192090,-0.236390,-0.123249,-0.468817,0.321746,-0.160832,0.025479,-0.072964,-0.022697,-0.055143,-0.023261,0.001483,0.016723,0.006025,0.025014,0.013880,0.019417,0.020333,0.026133,0.004450,0.010610,0.018164,0.024853,0.008776,0.021574,0.042791,0.021483,0.444353,0.041885,0.026681,0.449800,0.015175,0.083016,3.295331,0.881872,0.788092,0.456544,0.454732,0.357214,0.329651,0.314867,0.271392,0.261834,0.260724,0.258056,0.229065,0.020030,0.008253,0.025710,0.017365,0.022071,0.024678,0.025816,0.007763,0.015439,0.019248,0.026823,0.014500,0.011580,laugh
0.075741,0.008499,2.898637,0.136970,0.153464,0.609335,0.013069,0.115856,-28.019814,1.533346,-0.747190,-0.334909,-0.464158,0.141285,-0.066667,-0.006502,-0.089379,-0.094370,-0.177035,-0.050131,-0.132894,0.013710,0.009603,0.020619,0.014675,0.017041,0.014529,0.014876,0.007639,0.008496,0.014886,0.017808,0.011552,0.018949,0.048281,0.014252,0.384936,0.041758,0.031376,0.492670,0.007871,0.090929,2.429544,0.693049,0.827498,0.432334,0.450394,0.375335,0.295744,0.321481,0.316754,0.304438,0.289121,0.323007,0.345663,0.017941,0.012503,0.023906,0.017560,0.022205,0.022765,0.021868,0.013273,0.011012,0.020029,0.019463,0.015375,0.010280,laugh
0.086129,0.011704,2.955786,0.156938,0.171209,0.849355,0.011179,0.133731,-28.772263,0.734762,-0.744196,-0.330392,-0.368935,-0.071889,-0.306237,0.005005,0.137752,-0.040489,-0.000628,0.015923,-0.082327,0.014512,0.009315,0.012102,0.007080,0.009525,0.013957,0.015475,0.005650,0.011397,0.016184,0.015856,0.011611,0.016098,0.041422,0.016302,0.363185,0.042681,0.030646,0.428169,0.006744,0.076474,2.410058,0.842762,0.725417,0.499577,0.391662,0.391925,0.362352,0.463476,0.346715,0.357518,0.369990,0.350124,0.226791,0.016585,0.010614,0.013956,0.007538,0.010693,0.019992,0.018080,0.008629,0.019855,0.022553,0.018144,0.014383,0.009808,laugh
0.110941,0.015456,3.017425,0.196954,0.190189,0.988732,0.010516,0.184831,-27.729152,1.281433,-0.089968,-0.100284,-0.140588,-0.106247,-0.157260,-0.159174,-0.084608,-0.140427,-0.027927,0.107973,-0.043547,0.013651,0.005895,0.029475,0.020331,0.017604,0.010972,0.022200,0.003470,0.008943,0.010912,0.019126,0.007552,0.020648,0.086097,0.017921,0.331011,0.081745,0.029607,0.645477,0.007869,0.158673,2.773979,0.918594,0.736500,0.641058,0.364944,0.436981,0.337775,0.363009,0.335154,0.369312,0.405448,0.351434,0.309049,0.019954,0.009905,0.034201,0.026869,0.025349,0.013581,0.028247,0.005175,0.013254,0.013041,0.023498,0.011243,0.014117,laugh
0.071629,0.011839,2.954229,0.138122,0.164542,0.589031,0.013453,0.113369,-28.749640,2.247193,-0.056653,-0.005370,-0.473788,0.303762,-0.066618,0.022440,-0.011072,0.007655,-0.055876,0.040484,0.006576,0.016808,0.005893,0.023410,0.016613,0.027398,0.015828,0.027000,0.004969,0.008129,0.020207,0.024027,0.008873,0.021491,0.052895,0.016272,0.388753,0.055705,0.031827,0.575400,0.012715,0.105682,3.980623,0.980214,0.826419,0.466535,0.513110,0.356868,0.351174,0.250444,0.231017,0.215720,0.212075,0.205650,0.214847,0.020484,0.009554,0.024941,0.018906,0.029684,0.024045,0.028110,0.006397,0.008920,0.021886,0.020373,0.013759,0.011544,laugh
0.096832,0.006793,2.915953,0.164593,0.175822,0.797093,0.009432,0.154169,-26.444082,1.915873,-0.043340,0.126715,-0.037990,0.050945,-0.198547,-0.211448,-0.155899,-0.000117,-0.115058,0.085096,0.028636,0.014218,0.004117,0.024859,0.019457,0.025495,0.019340,0.022404,0.003581,0.010920,0.014337,0.021283,0.005721,0.016848,0.070477,0.006167,0.391184,0.072827,0.034844,0.655364,0.007075,0.130769,2.286644,0.854702,0.693892,0.400863,0.423362,0.347050,0.354566,0.308374,0.297713,0.227587,0.220630,0.216379,0.198825,0.017614,0.004071,0.025544,0.019964,0.023426,0.024033,0.017673,0.004503,0.012284,0.013699,0.019832,0.005522,0.010627,laugh
0.093499,0.009486,3.072434,0.157627,0.164385,0.909705,0.005872,0.152338,-26.457372,1.117023,-0.345671,-0.125072,-0.260396,0.143709,0.011790,-0.269441,-0.030959,0.012439,-0.125946,0.110731,-0.082029,0.010273,0.005137,0.012799,0.009862,0.019380,0.014481,0.017253,0.007669,0.011003,0.015539,0.017801,0.008128,0.012523,0.046753,0.012041,0.261965,0.047188,0.029588,0.390475,0.002860,0.077842,1.950826,0.600620,0.502709,0.358444,0.323102,0.301794,0.264204,0.255530,0.216229,0.228580,0.208703,0.175121,0.176735,0.008539,0.004688,0.012450,0.008310,0.017372,0.014567,0.013467,0.008751,0.009701,0.013176,0.015113,0.008763,0.007046,laugh
0.090291,0.011808,3.152778,0.164989,0.171650,0.899089,0.006938,0.150669,-24.933148,0.800183,-0.759497,-0.424613,-0.277334,0.151409,-0.090933,-0.144445,-0.043260,-0.130791,-0.235668,-0.006962,-0.196601,0.012648,0.009132,0.016332,0.009972,0.011662,0.011997,0.009841,0.007149,0.009640,0.012813,0.013336,0.010900,0.014215,0.033011,0.008523,0.198288,0.036103,0.026915,0.343350,0.003841,0.060502,1.300348,0.599643,0.608635,0.412506,0.316699,0.317749,0.286178,0.284093,0.292378,0.255320,0.270248,0.292305,0.279162,0.012242,0.011905,0.020502,0.012416,0.013414,0.013656,0.011984,0.010614,0.012090,0.016214,0.013209,0.014214,0.007657,laugh
0.058308,0.009067,2.981706,0.122218,0.156378,0.458257,0.015875,0.084281,-27.531458,2.091496,-0.318958,-0.069972,-0.554396,0.150256,-0.237379,-0.055140,-0.049321,-0.044408,-0.022607,0.026156,0.055670,0.012577,0.007181,0.017838,0.018348,0.032653,0.019164,0.020008,0.003246,0.012353,0.016987,0.016437,0.010872,0.021298,0.034841,0.010718,0.344376,0.038140,0.034962,0.392139,0.011209,0.067399,2.594111,0.833920,0.847376,0.434929,0.471419,0.354179,0.337124,0.304780,0.279401,0.259846,0.255846,0.210053,0.234412,0.013809,0.009090,0.018767,0.022930,0.037323,0.028439,0.021333,0.005260,0.019457,0.018418,0.019421,0.016629,0.011549,laugh
0.111338,0.007304,3.023630,0.180526,0.179707,0.942567,0.008214,0.182506,-26.488573,1.396313,-0.192493,0.191841,-0.094147,0.060672,-0.236697,-0.248799,-0.169223,0.057013,-0.067658,0.089799,0.004672,0.010164,0.004087,0.018801,0.014944,0.022684,0.022712,0.024290,0.004604,0.010468,0.010864,0.015432,0.006130,0.016764,0.065246,0.005489,0.302648,0.062107,0.029000,0.555419,0.005600,0.118515,1.697816,0.680450,0.663924,0.350709,0.418142,0.322305,0.300656,0.303891,0.270612,0.239049,0.230567,0.226494,0.227012,0.011104,0.004191,0.023597,0.020490,0.028213,0.028983,0.023038,0.005664,0.009804,0.010552,0.014092,0.007686,0.011330,laugh
0.082933,0.008485,2.950444,0.160333,0.176837,0.827012,0.011349,0.135031,-28.800952,1.056877,-0.462141,-0.291105,-0.297746,-0.010388,-0.295432,-0.214548,-0.143929,-0.072038,0.070461,0.077154,-0.039508,0.008376,0.005565,0.019087,0.014402,0.014936,0.016996,0.031170,0.005638,0.013360,0.013896,0.014264,0.007808,0.019257,0.043584,0.015358,0.439011,0.046315,0.032855,0.458662,0.010050,0.086167,3.249138,0.878132,0.736837,0.595286,0.353472,0.365062,0.329165,0.334918,0.383278,0.314582,0.360943,0.322567,0.279435,0.008098,0.007316,0.023435,0.021600,0.017753,0.025246,0.038415,0.007382,0.016384,0.013508,0.016618,0.011063,0.012043,laugh
0.092692,0.019803,2.976246,0.178294,0.183145,0.827192,0.014979,0.152012,-25.367404,1.380945,-0.226116,-0.123800,-0.049210,0.027677,-0.206542,-0.238570,-0.250010,-0.354346,-0.343931,-0.212290,-0.093315,0.015632,0.006045,0.038161,0.040223,0.023637,0.013000,0.010349,0.004958,0.005461,0.009126,0.011854,0.004373,0.024667,0.074401,0.015578,0.366184,0.074173,0.031859,0.557463,0.012607,0.143995,1.975972,0.847803,0.673715,0.589572,0.345906,0.350780,0.297600,0.257889,0.311230,0.229998,0.277880,0.315102,0.338690,0.021424,0.007935,0.042085,0.051074,0.032568,0.021392,0.014193,0.009725,0.006576,0.011280,0.015244,0.006259,0.015793,laugh
0.105306,0.006123,2.951476,0.180938,0.182899,0.944286,0.008809,0.172069,-27.085218,1.639144,0.383355,-0.043561,-0.218235,0.107355,-0.283345,-0.135792,-0.123665,-0.015391,-0.082703,0.034381,-0.006604,0.014639,0.005055,0.023239,0.016193,0.024085,0.021022,0.023142,0.003229,0.012433,0.012110,0.020089,0.005699,0.017942,0.068917,0.005659,0.334720,0.068433,0.034195,0.614474,0.006544,0.128849,1.945733,0.857559,0.666197,0.428479,0.399168,0.303979,0.331526,0.278050,0.264854,0.231290,0.234886,0.240515,0.225830,0.013917,0.006395,0.026202,0.016638,0.027087,0.030554,0.021338,0.004185,0.015700,0.010726,0.018803,0.005907,0.011916,laugh
0.076926,0.009487,3.056993,0.152050,0.173649,0.581891,0.009336,0.109900,-27.164749,1.633064,-0.318628,0.142923,0.024855,0.045962,0.159669,-0.034063,-0.027733,0.137153,-0.115171,0.021380,-0.011252,0.016826,0.004833,0.037330,0.007631,0.015694,0.008860,0.024703,0.004547,0.007556,0.010950,0.042917,0.006514,0.023253,0.045602,0.013769,0.234227,0.049064,0.031619,0.443602,0.005534,0.078605,2.157143,0.857049,0.914525,0.439450,0.424995,0.309029,0.335406,0.296237,0.297312,0.286337,0.259362,0.262911,0.215382,0.022396,0.006411,0.029773,0.010260,0.015462,0.011831,0.025536,0.007398,0.009272,0.010298,0.048665,0.009590,0.013283,laugh
0.084331,0.005500,2.991159,0.153174,0.166033,0.790069,0.013947,0.135106,-28.570999,0.781631,-0.939712,-0.404415,-0.410775,-0.007261,-0.180886,-0.278015,-0.065875,-0.030491,0.118558,0.181234,-0.108975,0.008866,0.006284,0.008058,0.007859,0.010460,0.017673,0.018259,0.011070,0.014578,0.012753,0.011799,0.011999,0.017165,0.052720,0.008091,0.368640,0.049459,0.031694,0.474600,0.008551,0.094232,2.027833,0.668458,0.731309,0.541743,0.367692,0.410479,0.401748,0.361559,0.411701,0.359112,0.353690,0.345691,0.293070,0.011386,0.009463,0.009467,0.009942,0.015454,0.027693,0.024917,0.019733,0.019713,0.016681,0.015538,0.018867,0.011254,laugh
0.080594,0.016130,3.052879,0.135415,0.145915,0.743367,0.006112,0.120225,-26.755151,1.317734,-0.440394,-0.136231,-0.538401,0.240561,-0.089766,-0.038470,-0.236710,-0.000152,0.058532,-0.020577,-0.004984,0.012656,0.010863,0.014068,0.012026,0.014739,0.015402,0.015794,0.008587,0.008823,0.013419,0.015006,0.008530,0.013393,0.031992,0.018393,0.306296,0.033075,0.024800,0.381304,0.003841,0.060308,2.799092,0.852616,0.505317,0.310080,0.409560,0.309933,0.273284,0.299195,0.263267,0.207673,0.235855,0.200372,0.178861,0.012618,0.013060,0.011863,0.012506,0.014352,0.015843,0.014508,0.008522,0.009384,0.015044,0.016115,0.010890,0.007784,laugh
0.075272,0.008300,2.998979,0.150150,0.178834,0.519910,0.010546,0.107825,-28.293475,2.067896,-0.375899,-0.150410,-0.228550,-0.018524,0.135452,-0.249394,0.009754,-0.019101,-0.133827,-0.039887,-0.225341,0.021056,0.009516,0.022431,0.013125,0.017027,0.012809,0.031896,0.006138,0.011798,0.017684,0.019964,0.010748,0.020797,0.053226,0.011481,0.348528,0.057828,0.038940,0.443830,0.007285,0.091261,3.184550,0.591089,0.631820,0.420470,0.422648,0.346980,0.321430,0.280914,0.253293,0.237068,0.281954,0.241676,0.260676,0.022330,0.013871,0.019580,0.017498,0.014994,0.014669,0.031682,0.008575,0.013470,0.018563,0.018627,0.016173,0.009484,laugh
0.106423,0.007022,3.084749,0.173114,0.162277,1.035092,0.007303,0.176425,-26.622291,0.625105,-0.873132,-0.299322,-0.449020,-0.174458,0.054374,-0.272798,0.037922,-0.023586,-0.077257,0.020891,-0.124984,0.009884,0.007637,0.009883,0.008013,0.011988,0.009998,0.010749,0.006715,0.009901,0.014240,0.012830,0.009288,0.011357,0.050077,0.007565,0.212685,0.045947,0.020689,0.421952,0.004556,0.087233,1.236664,0.679301,0.729957,0.352515,0.371017,0.299189,0.325468,0.249729,0.294272,0.281665,0.281441,0.235897,0.250235,0.010930,0.010336,0.010424,0.008533,0.014760,0.011802,0.012338,0.008860,0.012579,0.016303,0.015396,0.010538,0.007137,laugh
0.076501,0.011303,2.969187,0.145985,0.178808,0.594773,0.011256,0.114950,-27.619135,1.828192,-0.320075,-0.210782,-0.328729,0.187585,-0.043512,0.015299,-0.068719,-0.045479,-0.155340,-0.085009,-0.209385,0.026426,0.010770,0.024341,0.014102,0.015973,0.011539,0.017941,0.006914,0.006763,0.014854,0.020881,0.010368,0.018822,0.055804,0.016924,0.389923,0.067263,0.046242,0.506694,0.007568,0.104081,2.793232,0.845289,0.804181,0.490878,0.409069,0.384035,0.287076,0.297600,0.303269,0.242895,0.267496,0.252646,0.283198,0.028460,0.013829,0.023003,0.016427,0.016555,0.014418,0.017856,0.011707,0.007454,0.017781,0.019816,0.013332,0.010348,laugh
0.097439,0.010028,3.010463,0.143288,0.133543,0.961947,0.007813,0.153650,-27.722223,-0.018218,-0.741751,0.126585,-0.434986,0.246962,0.016650,0.042425,0.117249,-0.249992,-0.056000,0.150067,-0.034298,0.009634,0.008180,0.010736,0.011559,0.009274,0.011759,0.009248,0.004243,0.006806,0.007568,0.012903,0.006801,0.012844,0.024999,0.010311,0.310890,0.021369,0.025515,0.276337,0.004343,0.044998,2.234294,0.910517,0.578521,0.416778,0.368431,0.307994,0.336428,0.315862,0.318874,0.344900,0.281437,0.269473,0.219464,0.011682,0.009392,0.011795,0.013063,0.012081,0.019567,0.011657,0.006368,0.013344,0.011239,0.015393,0.007712,0.008090,laugh
0.108321,0.011443,3.064588,0.186709,0.191395,0.793913,0.011940,0.170738,-27.217130,1.511676,-0.739110,-0.161909,-0.355093,0.078214,-0.081792,-0.056330,-0.082728,-0.075073,-0.194841,-0.096675,-0.209332,0.020705,0.008243,0.018700,0.010424,0.011297,0.011410,0.017441,0.005309,0.009690,0.014137,0.016715,0.008758,0.018540,0.091386,0.014803,0.306764,0.094919,0.036937,0.600625,0.007877,0.155171,2.254843,0.758755,0.915733,0.433179,0.518282,0.397487,0.346216,0.309368,0.251929,0.271006,0.296711,0.302186,0.294646,0.033054,0.011731,0.019112,0.012884,0.018764,0.015816,0.022660,0.009457,0.014183,0.017041,0.020033,0.011542,0.011287,laugh
0.090047,0.019384,3.189566,0.168055,0.179037,0.795038,0.008320,0.146400,-23.798444,0.966005,-0.849556,-0.418095,-0.348770,0.091526,-0.103744,-0.210499,0.050261,-0.085121,-0.236253,0.002090,-0.271476,0.016695,0.013188,0.014796,0.011264,0.009131,0.011658,0.012169,0.008972,0.010094,0.014387,0.014951,0.011111,0.016171,0.056227,0.011978,0.156624,0.055181,0.030593,0.440209,0.004491,0.104483,0.953185,0.600649,0.470400,0.378679,0.364614,0.330211,0.306156,0.294724,0.262740,0.290328,0.300757,0.293012,0.280037,0.019051,0.018443,0.016367,0.015062,0.010659,0.013485,0.014692,0.014161,0.013577,0.017886,0.015555,0.015963,0.008771,laugh
0.071479,0.003367,3.026066,0.153539,0.184538,0.649198,0.010456,0.107944,-31.953621,1.545233,-0.350522,-0.022661,-0.374802,0.091992,-0.142123,-0.077459,0.047845,-0.114835,0.052698,0.060432,-0.062537,0.010468,0.007657,0.039787,0.012688,0.012436,0.013828,0.051304,0.004593,0.010773,0.018179,0.017621,0.007359,0.025061,0.042501,0.006655,0.313165,0.048348,0.027804,0.402800,0.006419,0.080927,2.359121,0.608930,0.647049,0.429550,0.374849,0.334401,0.328847,0.332531,0.296259,0.295731,0.317262,0.267481,0.218928,0.011065,0.011100,0.034877,0.015081,0.013345,0.018193,0.039736,0.009286,0.015841,0.016985,0.015918,0.008057,0.012825,laugh
0.107545,0.005886,3.048906,0.186158,0.186792,1.018303,0.006241,0.184106,-27.067962,1.386357,0.026701,0.196618,-0.063891,0.069556,-0.175343,-0.289923,-0.121015,0.009703,-0.110927,0.058257,-0.095034,0.015487,0.004339,0.018985,0.014224,0.024603,0.015672,0.023813,0.004156,0.009907,0.013169,0.018193,0.006510,0.014929,0.051166,0.006121,0.264107,0.055202,0.028275,0.508422,0.004201,0.111247,2.104089,0.598316,0.531542,0.279631,0.353236,0.295491,0.275855,0.242635,0.236940,0.229242,0.214423,0.210245,0.224776,0.017954,0.004190,0.016198,0.016201,0.024028,0.020506,0.019431,0.004845,0.009836,0.010496,0.013649,0.005667,0.009028,laugh
0.102961,0.020918,3.138884,0.177376,0.177206,0.879391,0.007831,0.164038,-24.214284,1.216906,-0.650723,-0.297089,-0.268051,0.299425,-0.030193,-0.151782,0.050972,-0.068645,-0.248975,-0.006433,-0.208443,0.011450,0.008698,0.014314,0.011607,0.012541,0.009832,0.013352,0.005295,0.010023,0.018668,0.017106,0.008490,0.015803,0.070361,0.015074,0.223239,0.062719,0.025950,0.493814,0.004349,0.115627,1.397610,0.667429,0.520758,0.365445,0.394225,0.346521,0.280836,0.308046,0.228905,0.285132,0.255679,0.281683,0.234632,0.012060,0.013239,0.019022,0.017939,0.016588,0.015007,0.012947,0.007461,0.013896,0.018501,0.020399,0.013473,0.008987,laugh
0.095528,0.008022,2.972771,0.167843,0.179095,0.809659,0.009499,0.152650,-26.409686,1.671004,0.091015,0.076073,-0.154683,0.050057,-0.214236,-0.237932,-0.211556,0.018927,-0.128289,0.091206,0.045159,0.014325,0.003563,0.021542,0.023995,0.030058,0.021196,0.019463,0.004386,0.011319,0.011462,0.015689,0.006141,0.018709,0.065463,0.007546,0.347327,0.066402,0.034708,0.638593,0.006493,0.126173,2.178499,0.869985,0.869541,0.414914,0.402395,0.316657,0.415352,0.308505,0.269921,0.212936,0.258072,0.212620,0.240849,0.018588,0.004103,0.020850,0.029098,0.031181,0.028345,0.019332,0.005422,0.013845,0.010900,0.015128,0.007327,0.012235,laugh
0.086191,0.003468,2.990309,0.161381,0.180125,0.744638,0.011790,0.136425,-30.031786,1.438522,-0.432521,-0.391712,-0.328828,0.074143,-0.138712,-0.117802,-0.062117,-0.185942,-0.169055,-0.104661,-0.131039,0.016329,0.012804,0.024560,0.020754,0.014650,0.013161,0.026168,0.005850,0.008815,0.012804,0.014198,0.009362,0.020969,0.068854,0.005510,0.336136,0.065738,0.038176,0.526032,0.007704,0.117045,2.458823,0.753405,0.744571,0.528316,0.385100,0.359907,0.327599,0.322081,0.320618,0.291420,0.319291,0.324449,0.310980,0.019252,0.017661,0.026019,0.026931,0.017533,0.017858,0.032244,0.010474,0.012422,0.018453,0.016750,0.013355,0.012586,laugh
0.112664,0.016044,3.114837,0.155186,0.142489,1.036920,0.005666,0.174294,-25.614663,0.857250,-0.229872,-0.203746,-0.499508,0.065114,-0.173913,-0.145245,-0.053012,-0.021825,-0.031809,-0.015248,0.028407,0.009131,0.006284,0.013025,0.017134,0.010741,0.014196,0.018357,0.005290,0.006158,0.010127,0.013209,0.008204,0.013723,0.042442,0.017546,0.193648,0.034541,0.022975,0.403566,0.002885,0.063858,2.172139,0.775888,0.521606,0.344689,0.403534,0.292194,0.372486,0.277084,0.229922,0.238726,0.225755,0.226129,0.226562,0.009720,0.007202,0.014587,0.021240,0.010595,0.017950,0.021537,0.006477,0.005191,0.010587,0.013503,0.008715,0.008729,laugh
0.107683,0.008673,3.169852,0.175448,0.174351,1.116817,0.004446,0.173444,-24.854355,0.694310,-0.446575,-0.039865,-0.297861,0.143563,-0.082083,-0.407789,-0.101490,-0.018454,-0.149467,0.037232,-0.077354,0.010206,0.004670,0.011823,0.011004,0.010422,0.011781,0.014546,0.006860,0.011905,0.013471,0.013939,0.006466,0.009985,0.030504,0.007404,0.153603,0.030705,0.018840,0.329415,0.002807,0.057573,1.217189,0.471780,0.434186,0.283376,0.274062,0.303446,0.244926,0.219266,0.238524,0.224965,0.212518,0.222608,0.208223,0.008619,0.003677,0.009757,0.011803,0.008739,0.013090,0.012429,0.006759,0.011364,0.011812,0.012617,0.005130,0.006281,laugh
0.092258,0.020920,3.184292,0.165405,0.178624,0.836608,0.004795,0.139762,-23.238562,0.832906,-1.165284,-0.267938,-0.282491,0.068826,0.024743,-0.280520,0.032992,-0.049345,-0.235074,0.033444,-0.097301,0.012963,0.010897,0.009334,0.007202,0.011221,0.012361,0.012533,0.010510,0.012194,0.010987,0.012293,0.009834,0.010276,0.026823,0.010994,0.121657,0.031523,0.021304,0.280735,0.002558,0.059764,0.585231,0.339614,0.356385,0.254940,0.245775,0.244228,0.240439,0.265029,0.224535,0.230343,0.253109,0.204061,0.189888,0.013185,0.009775,0.006991,0.005568,0.009635,0.009223,0.010271,0.012617,0.010757,0.008525,0.008532,0.009199,0.005070,laugh
0.090563,0.039505,3.074759,0.184103,0.198672,0.614549,0.017942,0.147975,-24.953867,2.172144,-0.091396,-0.348728,-0.347821,-0.019991,-0.369494,-0.090985,-0.216145,-0.137654,-0.267105,-0.141727,-0.271426,0.037322,0.009545,0.035802,0.029593,0.014144,0.013455,0.016222,0.004252,0.014006,0.008606,0.010639,0.006327,0.030348,0.102172,0.029486,0.392508,0.099720,0.032605,0.745310,0.016057,0.193559,1.843998,0.989195,0.881285,0.439650,0.460840,0.421082,0.372727,0.304937,0.306929,0.302997,0.313136,0.338533,0.300676,0.039477,0.016476,0.033977,0.039034,0.025005,0.022259,0.021056,0.008788,0.023011,0.012590,0.015778,0.009426,0.017334,laugh
0.095397,0.008952,3.131318,0.159970,0.165267,0.909795,0.007350,0.148681,-25.223448,0.872066,-0.412748,0.113656,-0.240389,0.021707,-0.180907,-0.257890,-0.128160,-0.084415,-0.107600,0.049493,-0.104342,0.010616,0.009115,0.012237,0.016646,0.016162,0.014658,0.016581,0.005671,0.009604,0.012165,0.012585,0.005629,0.014006,0.039552,0.005814,0.165713,0.040814,0.025004,0.383572,0.003410,0.075624,1.144552,0.557685,0.555673,0.361761,0.373927,0.318838,0.288861,0.249923,0.232712,0.222985,0.253059,0.224508,0.225956,0.010885,0.011361,0.011216,0.023274,0.018829,0.017781,0.016100,0.007066,0.009906,0.011914,0.012063,0.005594,0.008573,laugh
0.079812,0.033249,3.013124,0.165647,0.186175,0.611378,0.015808,0.120256,-25.325937,1.891381,-0.249655,-0.194578,-0.116850,0.037006,-0.191567,-0.179389,-0.173258,-0.175240,-0.286955,-0.053459,-0.159534,0.023521,0.008415,0.031189,0.023051,0.024955,0.019038,0.018590,0.005184,0.009612,0.008955,0.020212,0.004992,0.025013,0.062273,0.030532,0.410876,0.066177,0.031714,0.542948,0.014559,0.124921,2.043250,0.869205,0.810177,0.591167,0.436576,0.373034,0.329657,0.334152,0.313093,0.310355,0.342213,0.373288,0.310385,0.037662,0.011263,0.029782,0.029189,0.035829,0.030407,0.021725,0.009998,0.015496,0.009838,0.028927,0.007753,0.014425,laugh
