@RELATION svm1
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {laugh,no-laugh}

@DATA
0.068977,0.007547,2.972823,0.152715,0.189821,0.516662,0.010158,0.096031,-30.315641,1.910417,-0.435885,-0.028826,-0.220217,0.085999,-0.000055,0.067756,0.091427,0.046078,-0.120474,-0.031503,-0.050531,0.017575,0.008050,0.040247,0.015378,0.018095,0.007564,0.029566,0.002760,0.008215,0.017848,0.026820,0.009861,0.021277,0.039976,0.011655,0.393065,0.048644,0.035865,0.366504,0.007462,0.072684,3.416494,0.666900,0.756064,0.502961,0.499601,0.292572,0.292682,0.260755,0.304679,0.249570,0.214548,0.251668,0.257092,0.016781,0.012619,0.033661,0.016463,0.015882,0.009758,0.025867,0.003249,0.010765,0.019279,0.022698,0.011563,0.010516,no-laugh
0.073208,0.026665,2.949415,0.141157,0.164696,0.565821,0.018418,0.111775,-27.356852,2.333433,-0.119628,-0.180507,-0.459018,0.288837,-0.136836,0.025384,-0.043660,-0.035009,-0.018613,-0.014254,-0.026547,0.015087,0.006924,0.021367,0.012930,0.021246,0.018025,0.028263,0.009814,0.009338,0.018225,0.022694,0.008592,0.022422,0.051689,0.030738,0.376640,0.052851,0.028054,0.533692,0.013909,0.098629,3.121747,1.023498,0.793600,0.448230,0.423496,0.435911,0.343408,0.266125,0.287930,0.269954,0.265303,0.246680,0.277005,0.020430,0.010520,0.022460,0.015997,0.026126,0.026801,0.029894,0.020368,0.016036,0.021947,0.025553,0.013378,0.012923,no-laugh
0.089900,0.008706,2.902224,0.175274,0.200693,0.700002,0.009427,0.143187,-27.956512,2.337896,0.463646,0.126296,-0.163742,0.207748,-0.002082,0.017674,-0.016412,0.078283,0.007784,0.169628,0.027137,0.015434,0.004548,0.045541,0.010736,0.022452,0.016314,0.025623,0.003297,0.010430,0.015963,0.038659,0.004295,0.022822,0.082257,0.011961,0.369465,0.094905,0.044025,0.750913,0.006537,0.168401,2.814048,1.043770,0.799296,0.462300,0.434920,0.404534,0.341059,0.307026,0.317036,0.230538,0.232415,0.184189,0.186271,0.015906,0.006147,0.033883,0.013244,0.020891,0.017913,0.024473,0.005757,0.012839,0.013997,0.029974,0.005096,0.011984,no-laugh
0.080059,0.010446,2.798194,0.138005,0.152948,0.638009,0.011044,0.119250,-26.691598,1.753017,-0.613684,-0.552519,-0.424225,0.103296,-0.087758,-0.049382,0.004970,-0.009347,-0.146446,0.069836,-0.121306,0.011852,0.011591,0.016932,0.013649,0.012918,0.020177,0.017506,0.005578,0.010540,0.016782,0.016075,0.009759,0.016575,0.049455,0.017554,0.461445,0.045217,0.030712,0.518860,0.006788,0.100916,2.386397,0.813963,0.805201,0.496223,0.461534,0.392234,0.321549,0.307847,0.297626,0.234814,0.264794,0.238623,0.249723,0.013152,0.015106,0.019304,0.016782,0.015047,0.028404,0.020688,0.007409,0.013274,0.018238,0.018127,0.012369,0.009190,no-laugh
0.080422,0.006398,2.924280,0.142209,0.154711,0.730616,0.010484,0.132750,-27.931482,1.646341,-0.422177,-0.317496,-0.528968,0.083306,-0.131814,-0.014242,-0.004533,0.030913,-0.120727,-0.005536,-0.147618,0.017080,0.011382,0.017752,0.011810,0.014418,0.011692,0.015099,0.004988,0.009054,0.020461,0.023953,0.013766,0.017871,0.045715,0.010966,0.378534,0.041303,0.026153,0.502523,0.006904,0.094644,3.002718,0.660486,0.878499,0.569306,0.487744,0.353623,0.310761,0.270451,0.327354,0.271517,0.273685,0.278938,0.291271,0.019149,0.016530,0.019892,0.016211,0.014860,0.015761,0.016284,0.007254,0.012757,0.021791,0.024691,0.019368,0.008877,no-laugh
0.082014,0.008753,2.957333,0.158644,0.190398,0.614970,0.011494,0.130950,-26.963048,2.320999,-0.271950,0.100788,-0.214699,0.241828,0.015380,-0.000713,-0.018314,-0.176943,-0.099880,0.042567,-0.054738,0.016560,0.007888,0.040753,0.028139,0.023380,0.010049,0.019699,0.003937,0.007642,0.012660,0.016530,0.004551,0.020621,0.079335,0.010459,0.360217,0.080167,0.035235,0.630680,0.007460,0.148785,2.223646,0.779350,0.801549,0.452438,0.542664,0.420865,0.308845,0.318293,0.262059,0.236102,0.197357,0.201313,0.209952,0.018867,0.010108,0.034984,0.034612,0.020716,0.012083,0.019055,0.006391,0.008563,0.012165,0.014960,0.006315,0.011430,no-laugh
0.099850,0.018301,2.971026,0.182135,0.183782,0.822596,0.014360,0.168756,-26.831849,1.609823,0.111737,0.163821,0.030696,0.053742,-0.133696,-0.096845,-0.161904,-0.174308,-0.257350,-0.079453,-0.122143,0.027332,0.004966,0.031853,0.019857,0.014684,0.009195,0.021313,0.002871,0.007924,0.010758,0.030560,0.006771,0.024441,0.082826,0.019458,0.404300,0.084687,0.032297,0.712471,0.013270,0.159693,2.397514,0.967175,0.850566,0.621759,0.461704,0.379491,0.325432,0.310659,0.289301,0.278019,0.288492,0.306776,0.296234,0.037067,0.007850,0.031388,0.029511,0.018947,0.013395,0.027327,0.005623,0.014687,0.014876,0.035974,0.010811,0.015516,no-laugh
0.061373,0.004900,2.908536,0.142572,0.187623,0.378844,0.008059,0.084275,-30.654384,2.268745,-0.533390,0.274769,-0.188135,0.046683,0.145839,0.021223,-0.000150,0.120391,-0.063982,-0.028937,-0.027096,0.012640,0.006276,0.050769,0.023557,0.024332,0.008797,0.037936,0.003859,0.008949,0.015531,0.023651,0.006954,0.021684,0.033526,0.008810,0.404171,0.045929,0.036405,0.316022,0.004616,0.065181,2.635056,0.537201,0.630919,0.320529,0.368156,0.297059,0.239973,0.260313,0.263347,0.205523,0.206800,0.198786,0.183824,0.011014,0.006338,0.032715,0.021226,0.016999,0.007269,0.029777,0.004475,0.008959,0.012536,0.018060,0.005808,0.009254,no-laugh
0.083268,0.009057,2.848976,0.148246,0.161246,0.728436,0.009465,0.135431,-25.850485,1.800382,0.229038,-0.002806,-0.228514,0.248137,-0.284784,-0.093292,-0.089632,0.015619,-0.057373,0.070561,0.027837,0.014710,0.004409,0.026285,0.016836,0.023169,0.018726,0.028999,0.004316,0.012247,0.011470,0.018993,0.007290,0.017982,0.055111,0.007118,0.368060,0.059822,0.035211,0.500697,0.005933,0.098581,2.060074,0.878668,0.834747,0.408166,0.466140,0.318498,0.345233,0.276393,0.231935,0.208242,0.218210,0.200492,0.209798,0.014065,0.004829,0.024161,0.020254,0.021756,0.020151,0.029369,0.006831,0.013457,0.010352,0.019260,0.008396,0.010298,no-laugh
0.074143,0.009860,2.952295,0.160110,0.204914,0.533068,0.011022,0.113994,-27.460469,2.564402,0.152112,0.332792,-0.188479,0.099339,0.003039,-0.000180,-0.005039,0.158951,0.042319,0.099059,0.073647,0.016540,0.004059,0.041266,0.010794,0.022825,0.017064,0.031945,0.003386,0.012713,0.015450,0.041491,0.007305,0.022922,0.062989,0.011020,0.320858,0.075066,0.043733,0.578741,0.008548,0.125207,2.428685,0.969404,0.728010,0.405383,0.418028,0.335694,0.336826,0.268604,0.260900,0.237865,0.227585,0.200609,0.176184,0.017228,0.004292,0.033388,0.010630,0.020666,0.017503,0.026671,0.005030,0.014190,0.013511,0.035116,0.008942,0.010226,no-laugh
0.082611,0.008103,2.908788,0.137926,0.150221,0.649203,0.012508,0.126950,-27.464132,1.662153,-0.656838,-0.423631,-0.456699,0.130294,-0.147484,-0.044925,-0.028423,0.023800,-0.120495,0.088810,-0.091785,0.010747,0.008004,0.014838,0.012622,0.014155,0.016059,0.017839,0.007992,0.013103,0.020435,0.014934,0.010513,0.017202,0.061165,0.014022,0.359221,0.052412,0.028528,0.537928,0.007529,0.106725,2.743113,0.837308,1.012818,0.525751,0.459660,0.407835,0.349952,0.306411,0.284723,0.266493,0.236157,0.261006,0.270076,0.012322,0.009615,0.017129,0.015800,0.019532,0.020932,0.020927,0.016069,0.018345,0.027841,0.014704,0.013597,0.009527,no-laugh
0.108046,0.006360,3.003835,0.184241,0.190263,0.805361,0.009263,0.172400,-28.495944,1.996883,-0.258397,-0.069944,0.001779,0.208961,-0.087204,0.065806,0.011385,-0.059083,-0.075770,0.058390,-0.068411,0.017669,0.006384,0.031600,0.014610,0.013929,0.011910,0.016267,0.003414,0.006415,0.017001,0.022466,0.006679,0.016897,0.091996,0.010089,0.339528,0.088932,0.029314,0.673843,0.007146,0.151191,2.563862,1.112287,0.720890,0.418988,0.508097,0.376396,0.284859,0.262725,0.237193,0.235734,0.210577,0.200832,0.189400,0.021877,0.008316,0.028581,0.015268,0.013236,0.014957,0.015033,0.006242,0.007347,0.021375,0.025110,0.006999,0.010143,no-laugh
0.094490,0.026028,3.208629,0.174761,0.180410,0.876983,0.005971,0.153481,-23.497168,0.815710,-0.890828,-0.465539,-0.331568,0.062784,-0.117299,-0.309415,-0.043073,-0.136299,-0.192215,-0.052460,-0.141859,0.012218,0.006086,0.013441,0.015807,0.010564,0.010555,0.011927,0.008897,0.010381,0.015428,0.011468,0.012687,0.014547,0.045698,0.015111,0.106141,0.044748,0.023062,0.425476,0.003140,0.080561,0.839617,0.562444,0.455495,0.374803,0.302564,0.298913,0.255275,0.283085,0.299579,0.285415,0.283844,0.286887,0.267117,0.012007,0.006958,0.014303,0.016919,0.011283,0.012536,0.014204,0.011247,0.011229,0.016822,0.010427,0.012092,0.008082,no-laugh
0.066004,0.004444,2.960923,0.156843,0.198414,0.510311,0.009041,0.088450,-31.982344,1.931717,-0.111955,0.100157,-0.155814,0.191397,-0.004644,0.022905,0.010456,0.038590,-0.066767,0.001329,-0.098848,0.018321,0.005834,0.047961,0.011463,0.023371,0.014409,0.040698,0.003327,0.007100,0.019301,0.029123,0.008333,0.025384,0.031476,0.007577,0.396291,0.041307,0.031878,0.329108,0.006807,0.064356,2.571903,0.663897,0.576937,0.345676,0.330811,0.250413,0.266545,0.238810,0.253137,0.238888,0.213365,0.246999,0.245133,0.020934,0.007497,0.034248,0.013234,0.019213,0.020750,0.033168,0.005027,0.007618,0.016850,0.021382,0.010427,0.011489,no-laugh
0.080513,0.037870,3.033850,0.154695,0.179942,0.593395,0.014936,0.124537,-25.580982,2.025765,-0.190616,0.281259,0.045563,0.089309,-0.142217,-0.104662,-0.240836,-0.043391,-0.324837,-0.081756,-0.233942,0.023492,0.004783,0.030640,0.031376,0.017736,0.007679,0.013220,0.003318,0.007681,0.018038,0.030851,0.004808,0.025019,0.076020,0.033823,0.423895,0.073961,0.034574,0.605196,0.012939,0.133106,2.694984,0.917897,0.822878,0.558252,0.399734,0.340058,0.275437,0.264601,0.321659,0.298175,0.331633,0.264657,0.314362,0.028838,0.006752,0.035914,0.043781,0.023510,0.009420,0.015194,0.004304,0.011922,0.019750,0.031903,0.007772,0.014579,no-laugh
0.103071,0.007104,2.877069,0.166456,0.173038,0.836839,0.009799,0.159375,-26.587457,1.954935,0.309318,0.050414,-0.056097,0.036826,-0.334493,-0.070848,-0.065394,0.031844,-0.029204,0.068532,0.040559,0.016723,0.004194,0.029412,0.018161,0.028679,0.017012,0.022633,0.003068,0.013287,0.011192,0.018701,0.007187,0.018441,0.078462,0.006584,0.375886,0.076647,0.037963,0.685906,0.006311,0.141808,2.303177,0.892699,0.716086,0.442882,0.428471,0.326816,0.327203,0.257093,0.277596,0.199838,0.207611,0.214468,0.192220,0.018744,0.004769,0.029579,0.022468,0.031639,0.019294,0.020853,0.004281,0.013982,0.010564,0.016801,0.008851,0.012041,no-laugh
0.075006,0.008310,2.954797,0.153084,0.193028,0.516568,0.010993,0.112363,-27.858461,2.587753,0.149464,0.216573,-0.206317,0.061458,0.058419,0.052608,-0.056345,0.045734,-0.097884,0.162590,0.058582,0.025437,0.004765,0.052199,0.013186,0.018030,0.016118,0.022563,0.003121,0.014709,0.012350,0.034158,0.005097,0.023802,0.072864,0.010196,0.281195,0.082807,0.045110,0.589883,0.007337,0.135752,2.546876,0.914980,0.752883,0.411886,0.456132,0.370738,0.340167,0.289262,0.294619,0.250644,0.225190,0.201827,0.195462,0.025592,0.006616,0.037793,0.014795,0.018050,0.018194,0.017820,0.005094,0.015045,0.013323,0.032930,0.006172,0.011670,no-laugh
0.059578,0.009660,3.002894,0.125992,0.162581,0.479079,0.011764,0.088725,-27.772574,1.752530,-0.527457,-0.209285,-0.389227,0.228781,-0.132819,-0.094844,-0.047932,0.059465,-0.166604,-0.025591,-0.179562,0.020751,0.009005,0.016157,0.013993,0.012936,0.013878,0.023089,0.006707,0.012642,0.024547,0.017977,0.011938,0.020511,0.032988,0.014070,0.373676,0.040826,0.034094,0.413516,0.008003,0.062846,2.795265,0.745780,0.743192,0.439026,0.431288,0.366162,0.306105,0.292266,0.259602,0.293539,0.279587,0.278337,0.272971,0.021065,0.011541,0.017215,0.019386,0.014963,0.017407,0.024905,0.011472,0.017305,0.029568,0.019371,0.015405,0.010844,no-laugh
0.086929,0.012534,3.066618,0.157985,0.175075,0.784292,0.008963,0.146063,-26.702195,1.561426,0.043206,0.159799,-0.152002,0.297010,-0.181544,-0.025339,-0.172091,0.030944,-0.064438,0.098615,-0.021177,0.015447,0.005226,0.033832,0.013614,0.021378,0.019682,0.035527,0.003328,0.008785,0.012261,0.017130,0.005466,0.023052,0.055457,0.010686,0.265536,0.054586,0.027912,0.538952,0.005382,0.116620,1.833775,0.666528,0.638173,0.389914,0.353862,0.291787,0.301464,0.254382,0.253008,0.245136,0.231174,0.228618,0.213873,0.017775,0.006839,0.025778,0.019185,0.022115,0.024638,0.032437,0.004452,0.010829,0.013774,0.020688,0.007117,0.011644,no-laugh
0.061745,0.010409,2.983298,0.132160,0.154806,0.473236,0.010944,0.102900,-26.406544,2.352991,-0.243083,-0.130018,-0.487929,-0.162535,0.233698,-0.245599,0.035905,0.039380,-0.038384,0.154726,0.001803,0.013616,0.007363,0.012220,0.011539,0.031762,0.021381,0.026195,0.004855,0.011849,0.022324,0.014922,0.011591,0.020727,0.045558,0.011904,0.278407,0.048360,0.030167,0.444120,0.005841,0.088901,2.175542,0.709687,0.768023,0.350533,0.489865,0.373852,0.373214,0.314434,0.282341,0.243007,0.227680,0.194584,0.193671,0.015105,0.010065,0.011047,0.011799,0.033185,0.024646,0.024615,0.006772,0.013440,0.022262,0.015759,0.014989,0.009634,no-laugh
0.099362,0.013120,3.066973,0.171968,0.174084,0.870512,0.008466,0.164538,-25.387185,1.239816,-0.586665,-0.272735,-0.339985,0.126770,-0.052685,-0.012699,0.003302,0.031526,-0.181952,0.035852,-0.246851,0.016392,0.010076,0.014546,0.009630,0.009647,0.009126,0.013127,0.005422,0.013965,0.015750,0.015162,0.010176,0.015384,0.064150,0.011439,0.290762,0.059983,0.032045,0.560747,0.005252,0.109614,2.016976,0.755923,0.752800,0.458219,0.435128,0.366828,0.343253,0.304404,0.263258,0.257344,0.240738,0.266609,0.308800,0.019921,0.014511,0.016510,0.013281,0.012635,0.011251,0.013838,0.008699,0.017232,0.017623,0.017270,0.015105,0.009272,no-laugh
0.106363,0.027937,3.033932,0.188509,0.180400,0.818726,0.013165,0.171375,-25.574530,1.686171,0.249234,-0.297804,0.055163,-0.010065,-0.151704,-0.211564,-0.187484,-0.161699,-0.223050,-0.047692,-0.233343,0.032176,0.009460,0.019969,0.017226,0.014965,0.014769,0.017855,0.004369,0.006814,0.014793,0.026729,0.006301,0.025335,0.094084,0.022326,0.386000,0.087228,0.035726,0.611266,0.010716,0.146826,2.632884,0.944539,0.757874,0.590926,0.372843,0.413502,0.302106,0.304254,0.285833,0.263533,0.280728,0.328066,0.309295,0.040635,0.016004,0.024407,0.025827,0.022640,0.022980,0.025259,0.007752,0.010496,0.016191,0.031857,0.011245,0.016122,no-laugh
0.100313,0.005477,2.971370,0.174920,0.182011,0.923025,0.008808,0.161494,-27.533618,1.591728,0.394264,0.115974,-0.061014,0.107071,-0.232903,-0.143828,-0.065214,0.031584,-0.001248,0.079740,0.000986,0.010906,0.003854,0.022555,0.016219,0.023256,0.019135,0.029897,0.003655,0.012148,0.014337,0.024803,0.005253,0.018677,0.058244,0.005907,0.375797,0.060995,0.034008,0.563880,0.006301,0.108705,2.724656,0.801122,0.737964,0.368289,0.429340,0.327355,0.301383,0.258702,0.243518,0.217945,0.221427,0.248899,0.204707,0.009736,0.003803,0.025742,0.022320,0.024156,0.023914,0.024936,0.005914,0.014628,0.012836,0.022658,0.005276,0.011639,no-laugh
0.077645,0.022639,2.984229,0.144868,0.159322,0.671147,0.011013,0.127231,-25.472783,1.663361,0.030256,-0.318430,-0.448002,-0.057659,-0.151456,-0.289719,-0.005091,0.030603,-0.092640,0.047416,-0.130555,0.016836,0.008116,0.015997,0.013512,0.019640,0.015937,0.020231,0.006304,0.014380,0.021365,0.017588,0.008663,0.019645,0.060325,0.021328,0.386252,0.062706,0.039498,0.480043,0.005831,0.099952,2.873094,0.777318,0.765712,0.466045,0.511367,0.293494,0.345986,0.309436,0.309852,0.312691,0.257105,0.294652,0.279980,0.020735,0.011159,0.020241,0.018091,0.024972,0.020016,0.021783,0.010610,0.017729,0.022881,0.019559,0.013246,0.009681,no-laugh
0.140985,0.003870,3.088282,0.241470,0.240514,1.177052,0.006483,0.220969,-29.663812,0.523624,-0.834228,0.134722,-0.206194,0.260471,-0.223682,-0.063104,-0.125155,-0.287991,-0.127071,-0.097723,-0.123783,0.010088,0.009186,0.015781,0.016924,0.012898,0.009513,0.014420,0.005851,0.008727,0.010201,0.010465,0.005193,0.013762,0.081357,0.004972,0.313440,0.080495,0.037118,0.641511,0.004439,0.180278,2.433947,0.822892,0.568138,0.484255,0.356399,0.311767,0.312810,0.275711,0.265764,0.268195,0.285398,0.298772,0.286341,0.011907,0.010088,0.017802,0.018435,0.017151,0.011886,0.019333,0.007498,0.012019,0.011788,0.011038,0.007503,0.009320,no-laugh
0.091257,0.009328,2.945924,0.177117,0.204862,0.634093,0.010778,0.143981,-27.921456,2.512219,0.401649,0.129506,-0.024873,0.083243,-0.018978,0.024046,-0.121420,0.048641,-0.037429,0.023429,-0.002554,0.018717,0.004246,0.038968,0.017172,0.021258,0.018425,0.021123,0.004463,0.009738,0.015878,0.047708,0.004172,0.024085,0.100178,0.014085,0.308727,0.104460,0.044858,0.770606,0.007828,0.191020,3.003791,0.845516,0.840065,0.398152,0.436792,0.339660,0.331738,0.288745,0.301087,0.236486,0.191904,0.184462,0.196695,0.021720,0.006263,0.030483,0.022435,0.018786,0.019989,0.018844,0.008417,0.009821,0.015843,0.044795,0.005025,0.012556,no-laugh
0.117764,0.006889,2.955133,0.202369,0.197342,0.812625,0.009661,0.184475,-27.846058,1.933519,-0.178837,-0.006585,-0.180273,0.247821,-0.032428,0.042344,0.023174,0.042194,-0.116613,0.005349,-0.127369,0.025986,0.011137,0.040680,0.013634,0.016508,0.007546,0.016392,0.004339,0.006787,0.008469,0.016392,0.005465,0.019549,0.122686,0.010816,0.348649,0.113307,0.032496,0.781621,0.006851,0.194850,2.584601,1.043311,0.836194,0.425467,0.481020,0.395031,0.277856,0.272393,0.255964,0.211282,0.229221,0.233599,0.192172,0.032726,0.013725,0.039326,0.015984,0.017987,0.010223,0.014387,0.008619,0.008040,0.008714,0.020940,0.006509,0.013246,no-laugh
0.057630,0.010718,3.019772,0.129365,0.169834,0.427769,0.012444,0.083800,-28.793754,2.086745,-0.256303,-0.196057,-0.226918,0.042395,-0.055781,0.066317,0.016645,0.182383,-0.053399,0.014930,-0.162813,0.020416,0.010294,0.026639,0.007738,0.016062,0.014186,0.035267,0.005365,0.014080,0.020914,0.022242,0.010181,0.023093,0.039956,0.013424,0.362245,0.047377,0.033802,0.391916,0.009268,0.067691,3.117377,0.807313,0.881806,0.462367,0.442273,0.317750,0.292954,0.262436,0.304105,0.223267,0.236414,0.250172,0.254960,0.024965,0.015367,0.023508,0.008558,0.018768,0.015691,0.032068,0.010347,0.020532,0.021050,0.025072,0.013745,0.011778,no-laugh
0.109412,0.037500,3.004196,0.189061,0.188506,0.682905,0.014211,0.175237,-25.312567,1.958439,-0.264853,0.314621,0.116258,0.026185,-0.153299,-0.156458,-0.208936,-0.106655,-0.322656,-0.090440,-0.297130,0.030068,0.005071,0.035785,0.026453,0.020174,0.011212,0.013014,0.003217,0.004964,0.012313,0.026522,0.004873,0.025281,0.118482,0.030543,0.431403,0.114777,0.036650,0.746338,0.014207,0.203135,2.662904,0.926533,0.899741,0.475392,0.401814,0.325137,0.309343,0.256966,0.284490,0.305698,0.334732,0.273971,0.327074,0.039199,0.007628,0.035568,0.036239,0.023508,0.014555,0.016807,0.005075,0.006978,0.014295,0.027965,0.007985,0.015115,no-laugh
0.104318,0.007849,2.880223,0.177568,0.184072,0.850135,0.009490,0.161750,-26.912741,1.808053,0.357184,0.123147,-0.045659,0.095034,-0.372010,-0.183363,-0.083967,0.106289,-0.033653,0.082118,0.014886,0.014740,0.003355,0.019905,0.018228,0.026781,0.020610,0.028507,0.002773,0.014008,0.014361,0.024598,0.006262,0.019778,0.079193,0.007807,0.446089,0.078390,0.036400,0.668050,0.006547,0.145419,2.275373,0.947313,0.684670,0.414621,0.358056,0.306642,0.307425,0.313906,0.241097,0.205620,0.211837,0.208717,0.207272,0.019110,0.003856,0.020039,0.027252,0.029885,0.026084,0.027168,0.003429,0.017804,0.014449,0.022078,0.006920,0.012469,no-laugh
0.094987,0.005904,2.922433,0.181760,0.209894,0.709730,0.011544,0.150706,-28.759689,2.347693,0.243680,0.207742,-0.242499,0.143506,-0.059342,-0.023062,-0.049828,0.061099,-0.039479,0.126114,0.033932,0.015886,0.004564,0.033307,0.012873,0.024664,0.019798,0.025565,0.003391,0.011864,0.016752,0.031163,0.004765,0.020978,0.080575,0.009233,0.350870,0.089425,0.042541,0.688473,0.007559,0.166309,2.787620,0.976698,0.711005,0.405964,0.428254,0.405695,0.350445,0.260758,0.241401,0.202817,0.201456,0.211895,0.180382,0.016717,0.006013,0.030444,0.014985,0.024541,0.020286,0.022607,0.005629,0.012609,0.015535,0.029208,0.005509,0.010335,no-laugh
0.086654,0.008159,2.911036,0.140924,0.149022,0.737084,0.008943,0.141050,-28.151633,1.613001,-0.320464,-0.243248,-0.396698,0.055923,-0.030254,0.017105,-0.091036,0.082555,-0.125963,0.022927,-0.076084,0.013520,0.008748,0.024888,0.013459,0.016856,0.015024,0.017730,0.005664,0.007062,0.020567,0.020054,0.008558,0.017331,0.047729,0.013326,0.392975,0.040386,0.025564,0.473142,0.004574,0.089646,2.392794,0.638940,0.847839,0.422303,0.434106,0.360116,0.324616,0.269044,0.244781,0.247088,0.218617,0.236279,0.217397,0.013967,0.011841,0.021975,0.012863,0.016013,0.019110,0.017774,0.009560,0.008549,0.019447,0.017079,0.010337,0.007668,no-laugh
0.093577,0.004460,3.025396,0.186540,0.204288,0.714490,0.006174,0.149119,-28.931017,2.056253,0.046747,-0.050313,-0.258253,0.192074,-0.179859,-0.065772,-0.181628,-0.063395,-0.037539,0.064703,-0.051152,0.022799,0.006000,0.036956,0.016092,0.011470,0.008827,0.038441,0.002152,0.009422,0.018943,0.017513,0.003515,0.021811,0.086555,0.008451,0.281421,0.086347,0.032396,0.645164,0.003710,0.169882,2.092343,0.682496,0.570854,0.331109,0.393031,0.374444,0.273916,0.249561,0.228204,0.265755,0.231264,0.222633,0.165823,0.025176,0.005999,0.029103,0.021135,0.011166,0.008007,0.031545,0.002608,0.010169,0.020816,0.018195,0.003729,0.010461,no-laugh
0.104772,0.016867,3.109352,0.191286,0.190933,0.822471,0.009376,0.168400,-24.879156,1.273395,-0.727029,-0.319585,-0.180490,0.067637,-0.078350,-0.169902,0.043935,-0.159677,-0.173571,-0.132548,-0.301804,0.020814,0.010164,0.016512,0.011283,0.009431,0.010683,0.008673,0.004720,0.010085,0.015407,0.022546,0.009946,0.018382,0.088761,0.012558,0.300879,0.081463,0.030305,0.589631,0.006057,0.140650,1.642571,0.783374,0.601024,0.489873,0.383376,0.412517,0.341500,0.340496,0.279385,0.318787,0.326569,0.357415,0.392746,0.028679,0.017230,0.018605,0.018894,0.014475,0.015869,0.013783,0.007170,0.014759,0.017205,0.027976,0.014272,0.010444,no-laugh
0.060885,0.012072,2.896242,0.124862,0.163081,0.420185,0.015104,0.088950,-26.851390,2.022704,-0.672869,-0.269567,-0.413142,0.112442,-0.006173,-0.074534,-0.160391,0.068912,-0.170704,0.006229,-0.183520,0.018334,0.008813,0.020526,0.020648,0.016840,0.014827,0.019155,0.008051,0.011196,0.017283,0.017061,0.009183,0.019682,0.044656,0.015319,0.476626,0.050497,0.040537,0.410886,0.008357,0.068717,2.925336,0.892628,0.886113,0.449641,0.528801,0.358947,0.361345,0.318417,0.344186,0.340744,0.315513,0.287557,0.290377,0.024210,0.012295,0.023700,0.027796,0.018963,0.017226,0.022411,0.014669,0.015261,0.020483,0.020718,0.012753,0.009859,no-laugh
